gameId,season,reason
1022300002,2023,season_not_in_canonical_box(2025-2026 only)
1022300003,2023,season_not_in_canonical_box(2025-2026 only)
1022300004,2023,season_not_in_canonical_box(2025-2026 only)
1022300005,2023,season_not_in_canonical_box(2025-2026 only)
1022300006,2023,season_not_in_canonical_box(2025-2026 only)
1022300007,2023,season_not_in_canonical_box(2025-2026 only)
1022300008,2023,season_not_in_canonical_box(2025-2026 only)
1022300009,2023,season_not_in_canonical_box(2025-2026 only)
1022300010,2023,season_not_in_canonical_box(2025-2026 only)
1022300011,2023,season_not_in_canonical_box(2025-2026 only)
1022300012,2023,season_not_in_canonical_box(2025-2026 only)
1022300013,2023,season_not_in_canonical_box(2025-2026 only)
1022300014,2023,season_not_in_canonical_box(2025-2026 only)
1022300015,2023,season_not_in_canonical_box(2025-2026 only)
1022300016,2023,season_not_in_canonical_box(2025-2026 only)
1022300017,2023,season_not_in_canonical_box(2025-2026 only)
1022300018,2023,season_not_in_canonical_box(2025-2026 only)
1022300019,2023,season_not_in_canonical_box(2025-2026 only)
1022300020,2023,season_not_in_canonical_box(2025-2026 only)
1022300021,2023,season_not_in_canonical_box(2025-2026 only)
1022300022,2023,season_not_in_canonical_box(2025-2026 only)
1022300023,2023,season_not_in_canonical_box(2025-2026 only)
1022300024,2023,season_not_in_canonical_box(2025-2026 only)
1022300025,2023,season_not_in_canonical_box(2025-2026 only)
1022300026,2023,season_not_in_canonical_box(2025-2026 only)
1022300027,2023,season_not_in_canonical_box(2025-2026 only)
1022300028,2023,season_not_in_canonical_box(2025-2026 only)
1022300029,2023,season_not_in_canonical_box(2025-2026 only)
1022300030,2023,season_not_in_canonical_box(2025-2026 only)
1022300031,2023,season_not_in_canonical_box(2025-2026 only)
1022300032,2023,season_not_in_canonical_box(2025-2026 only)
1022300033,2023,season_not_in_canonical_box(2025-2026 only)
1022300034,2023,season_not_in_canonical_box(2025-2026 only)
1022300035,2023,season_not_in_canonical_box(2025-2026 only)
1022300036,2023,season_not_in_canonical_box(2025-2026 only)
1022300037,2023,season_not_in_canonical_box(2025-2026 only)
1022300038,2023,season_not_in_canonical_box(2025-2026 only)
1022300039,2023,season_not_in_canonical_box(2025-2026 only)
1022300040,2023,season_not_in_canonical_box(2025-2026 only)
1022300041,2023,season_not_in_canonical_box(2025-2026 only)
1022300042,2023,season_not_in_canonical_box(2025-2026 only)
1022300043,2023,season_not_in_canonical_box(2025-2026 only)
1022300044,2023,season_not_in_canonical_box(2025-2026 only)
1022300045,2023,season_not_in_canonical_box(2025-2026 only)
1022300046,2023,season_not_in_canonical_box(2025-2026 only)
1022300047,2023,season_not_in_canonical_box(2025-2026 only)
1022300048,2023,season_not_in_canonical_box(2025-2026 only)
1022300049,2023,season_not_in_canonical_box(2025-2026 only)
1022300050,2023,season_not_in_canonical_box(2025-2026 only)
