player_id,player_name,game_id,availability_status,source,source_timestamp,ingestion_timestamp,forecast_timestamp,freshness,participation_probability,role_minutes_status,missing_data_indicators,injury_comment
462,Kahleah Copper,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.12408759124087591,33.40301726252295,,
465,Jonquel Jones,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.018421052631578946,29.621278201879612,,
466,Rachel Banham,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.12408759124087591,14.050133805683885,,
468,Breanna Stewart,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.02097902097902098,34.54301980522584,,
483,Sami Whitcomb,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.41420118343195267,16.06824947805472,,
502,Stephanie Talbot,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.02097902097902098,15.011759064331333,,
525,Azura Stevens,24969,out,bdl_player_injuries,2026-08-01T16:26:47.680221+00:00,2026-08-01T16:26:47.680221+00:00,20260801T162447Z,current_feed,0.9487179487179487,0.0,OUT_NOT_PRICED_OK,Jul 31: Stevens (personal) has been ruled out for Saturday's game against the Aces.
535,A'ja Wilson,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.018421052631578946,33.9536983271788,,
555,Brianna Turner,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.018421052631578946,20.051334491936252,,
566,Han Xu,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.02097902097902098,15.541292185864583,,
570,Jackie Young,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.018421052631578946,34.20884385050475,,
582,Marine Johannes,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.08163265306122448,22.596132869051875,,
591,Sabrina Ionescu,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.023474178403755867,33.08206549201361,,
602,Satou Sabally,24970,out,bdl_player_injuries,2026-08-01T16:26:47.680221+00:00,2026-08-01T16:26:47.680221+00:00,20260801T162447Z,current_feed,0.9487179487179487,0.0,OUT_NOT_PRICED_OK,
605,Chennedy Carter,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.08163265306122448,18.817226410673584,,
620,Dana Evans,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.04790419161676647,17.111444493836927,,
631,Kiana Williams,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.5416666666666666,11.123216567957291,,
633,Natasha Mack,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.2714285714285714,18.310912482785625,,
636,Kierstan Bell,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.41420118343195267,11.049669264870571,,
642,Anneli Maley,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.6219512195121951,8.728934342275728,,
645,NaLyssa Smith,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.21935483870967742,20.242834246621427,,
663,Rebekah Gardner,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.02097902097902098,18.067547728613604,,
712,Leonie Fiebich,24970,out,bdl_player_injuries,2026-08-01T16:26:47.680221+00:00,2026-08-01T16:26:47.680221+00:00,20260801T162447Z,current_feed,0.9487179487179487,0.0,OUT_NOT_PRICED_OK,"Jul 30: Fiebich (foot) was spotted participating in individual drills Thursday, Madeline Kenney of the New York Post reports."
715,Julie Vanloo,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.018421052631578946,16.90155788544438,,
720,Rickea Jackson,24969,out,bdl_player_injuries,2026-08-01T16:26:47.680221+00:00,2026-08-01T16:26:47.680221+00:00,20260801T162447Z,current_feed,0.9487179487179487,0.0,OUT_NOT_PRICED_OK,May 19: The Sky announced Tuesday that Jackson will miss the remainder of the season after suffering a torn ACL in her left knee during Sunday's 86-79 win over the Lynx.
725,Jacy Sheldon,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.08163265306122448,19.32441796140053,,
726,Kamilla Cardoso,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.023474178403755867,26.83089761773803,,
751,Maddy Westbeld,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.34782608695652173,10.735923123211016,,
765,Monique Akoa Makani,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.08333333333333333,21.452044824955095,,
766,Lexi Held,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.11904761904761904,17.668862066322326,,
774,Chloe Bibby,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.3194444444444444,17.54576063563669,,
66925,Pauline Astier,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.02097902097902098,22.905493434951296,,
66926,Raquel Carrera,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.3194444444444444,8.184836061083336,,
66973,Justine Pissott,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.08333333333333333,12.903042808121844,,
67023,Aicha Coulibaly,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.12408759124087591,13.227554306704265,,
67027,Gabriela Jaquez,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.04790419161676647,18.74452276839531,,
67033,Sydney Taylor,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.04790419161676647,28.940342711586798,,
67044,Aubrey Griffin,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.2714285714285714,8.982283719693747,,
67061,Janiah Barker,24969,out,bdl_player_injuries,2026-08-01T16:26:47.680221+00:00,2026-08-01T16:26:47.680221+00:00,20260801T162447Z,current_feed,0.9487179487179487,0.0,OUT_NOT_PRICED_OK,"Jul 15: Barker (leg) will be sidelined for the rest of the 2026 season, Callie Fin of USA Today reports."
67092,Noemie Brochant,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.04790419161676647,22.311804411069165,,
67094,Shay Ciezki,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.7083333333333333,7.21450556137594,,
67135,Ta'Niya Latson,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.21935483870967742,8.413385976650272,,
67157,Marta Suarez,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.6219512195121951,12.595109339141347,,
74551,Marine Fauthoux,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.02097902097902098,17.93521881918288,,
74553,Alex Fowler,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.015384615384615385,17.091804627560446,,
74872,Quionche Carter,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.6857142857142857,8.018794016712492,,
74884,Jovana Nogic,24970,out,bdl_player_injuries,2026-08-01T16:26:47.680221+00:00,2026-08-01T16:26:47.680221+00:00,20260801T162447Z,current_feed,0.9487179487179487,0.0,OUT_NOT_PRICED_OK,"Jun 28: Nogic (not injury related) intends to play professionally in Russia and won't return to Phoenix this season, Aya Abdeen of TheIXSports.com reports."
75095,Peyton Williams,24970,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.08333333333333333,7.704172678804031,,
188326,Mai Yamamoto,24969,available_absent_from_injury_feed,none,,,20260801T162447Z,missing,0.41420118343195267,11.440327673627424,,
