player_id,market_key,status
FIX01,player_points_assists_alternate,PRICED
FIX01,player_rebounds_assists_alternate,PRICED
FIX01,player_points_rebounds_assists_alternate,PRICED
FIX01,player_fantasy_points,NO_DISTRIBUTION
FIX01,player_double_double,PRICED
FIX01,player_triple_double,PRICED
FIX02,player_points,PRICED
FIX02,player_rebounds,PRICED
FIX02,player_assists,PRICED
FIX02,player_threes,PRICED
FIX02,player_blocks,PRICED
FIX02,player_steals,PRICED
FIX02,player_turnovers,PRICED
FIX02,player_field_goals,PRICED
FIX02,player_frees_made,PRICED
FIX02,player_frees_attempts,PRICED
FIX02,player_points_q1,PRICED
FIX02,player_rebounds_q1,PRICED
FIX02,player_assists_q1,PRICED
FIX02,player_blocks_steals,PRICED
FIX02,player_points_rebounds,PRICED
FIX02,player_points_assists,PRICED
FIX02,player_rebounds_assists,PRICED
FIX02,player_points_rebounds_assists,PRICED
FIX02,player_points_alternate,PRICED
FIX02,player_rebounds_alternate,PRICED
FIX02,player_assists_alternate,PRICED
FIX02,player_threes_alternate,PRICED
FIX02,player_blocks_alternate,PRICED
FIX02,player_steals_alternate,PRICED
FIX02,player_points_rebounds_alternate,PRICED
FIX02,player_points_assists_alternate,PRICED
FIX02,player_rebounds_assists_alternate,PRICED
FIX02,player_points_rebounds_assists_alternate,PRICED
FIX02,player_fantasy_points,NO_DISTRIBUTION
FIX02,player_double_double,PRICED
FIX02,player_triple_double,PRICED
FIX03,player_points,PRICED
FIX03,player_rebounds,PRICED
FIX03,player_assists,PRICED
FIX03,player_threes,PRICED
FIX03,player_blocks,PRICED
FIX03,player_steals,PRICED
FIX03,player_turnovers,PRICED
FIX03,player_field_goals,PRICED
FIX03,player_frees_made,PRICED
FIX03,player_frees_attempts,PRICED
FIX03,player_points_q1,PRICED
FIX03,player_rebounds_q1,PRICED
FIX03,player_assists_q1,PRICED
FIX03,player_blocks_steals,PRICED
FIX03,player_points_rebounds,PRICED
FIX03,player_points_assists,PRICED
FIX03,player_rebounds_assists,PRICED
FIX03,player_points_rebounds_assists,PRICED
FIX03,player_points_alternate,PRICED
FIX03,player_rebounds_alternate,PRICED
FIX03,player_assists_alternate,PRICED
FIX03,player_threes_alternate,PRICED
FIX03,player_blocks_alternate,PRICED
FIX03,player_steals_alternate,PRICED
FIX03,player_points_rebounds_alternate,PRICED
FIX03,player_points_assists_alternate,PRICED
FIX03,player_rebounds_assists_alternate,PRICED
FIX03,player_points_rebounds_assists_alternate,PRICED
FIX03,player_fantasy_points,NO_DISTRIBUTION
FIX03,player_double_double,PRICED
FIX03,player_triple_double,PRICED
FIX04,player_points,PRICED
FIX04,player_rebounds,PRICED
FIX04,player_assists,PRICED
FIX04,player_threes,PRICED
FIX04,player_blocks,PRICED
FIX04,player_steals,PRICED
FIX04,player_turnovers,PRICED
FIX04,player_field_goals,PRICED
FIX04,player_frees_made,PRICED
FIX04,player_frees_attempts,PRICED
FIX04,player_points_q1,PRICED
FIX04,player_rebounds_q1,PRICED
FIX04,player_assists_q1,PRICED
FIX04,player_blocks_steals,PRICED
FIX04,player_points_rebounds,PRICED
FIX04,player_points_assists,PRICED
FIX04,player_rebounds_assists,PRICED
FIX04,player_points_rebounds_assists,PRICED
FIX04,player_points_alternate,PRICED
FIX04,player_rebounds_alternate,PRICED
FIX04,player_assists_alternate,PRICED
FIX04,player_threes_alternate,PRICED
FIX04,player_blocks_alternate,PRICED
FIX04,player_steals_alternate,PRICED
FIX04,player_points_rebounds_alternate,PRICED
FIX04,player_points_assists_alternate,PRICED
FIX04,player_rebounds_assists_alternate,PRICED
FIX04,player_points_rebounds_assists_alternate,PRICED
FIX04,player_fantasy_points,NO_DISTRIBUTION
FIX04,player_double_double,PRICED
FIX04,player_triple_double,PRICED
FIX05,player_points,PRICED
FIX05,player_rebounds,PRICED
FIX05,player_assists,PRICED
FIX05,player_threes,PRICED
FIX05,player_blocks,PRICED
FIX05,player_steals,PRICED
FIX05,player_turnovers,PRICED
FIX05,player_field_goals,PRICED
FIX05,player_frees_made,PRICED
FIX05,player_frees_attempts,PRICED
FIX05,player_points_q1,PRICED
FIX05,player_rebounds_q1,PRICED
FIX05,player_assists_q1,PRICED
FIX05,player_blocks_steals,PRICED
FIX05,player_points_rebounds,PRICED
FIX05,player_points_assists,PRICED
FIX05,player_rebounds_assists,PRICED
FIX05,player_points_rebounds_assists,PRICED
FIX05,player_points_alternate,PRICED
FIX05,player_rebounds_alternate,PRICED
FIX05,player_assists_alternate,PRICED
FIX05,player_threes_alternate,PRICED
FIX05,player_blocks_alternate,PRICED
FIX05,player_steals_alternate,PRICED
FIX05,player_points_rebounds_alternate,PRICED
FIX05,player_points_assists_alternate,PRICED
FIX05,player_rebounds_assists_alternate,PRICED
FIX05,player_points_rebounds_assists_alternate,PRICED
FIX05,player_fantasy_points,NO_DISTRIBUTION
FIX05,player_double_double,PRICED
FIX05,player_triple_double,PRICED
FIX06,player_points,PRICED
FIX06,player_rebounds,PRICED
FIX06,player_assists,PRICED
FIX06,player_threes,PRICED
FIX06,player_blocks,PRICED
FIX06,player_steals,PRICED
FIX06,player_turnovers,PRICED
FIX06,player_field_goals,PRICED
FIX06,player_frees_made,PRICED
FIX06,player_frees_attempts,PRICED
FIX06,player_points_q1,PRICED
FIX06,player_rebounds_q1,PRICED
FIX06,player_assists_q1,PRICED
FIX06,player_blocks_steals,PRICED
FIX06,player_points_rebounds,PRICED
FIX06,player_points_assists,PRICED
FIX06,player_rebounds_assists,PRICED
FIX06,player_points_rebounds_assists,PRICED
FIX06,player_points_alternate,PRICED
FIX06,player_rebounds_alternate,PRICED
FIX06,player_assists_alternate,PRICED
FIX06,player_threes_alternate,PRICED
FIX06,player_blocks_alternate,PRICED
FIX06,player_steals_alternate,PRICED
FIX06,player_points_rebounds_alternate,PRICED
FIX06,player_points_assists_alternate,PRICED
FIX06,player_rebounds_assists_alternate,PRICED
FIX06,player_points_rebounds_assists_alternate,PRICED
FIX06,player_fantasy_points,NO_DISTRIBUTION
FIX06,player_double_double,PRICED
FIX06,player_triple_double,PRICED
FIX07,player_points,PRICED
FIX07,player_rebounds,PRICED
FIX07,player_assists,PRICED
FIX07,player_threes,PRICED
FIX07,player_blocks,PRICED
FIX07,player_steals,PRICED
FIX07,player_turnovers,PRICED
FIX07,player_field_goals,PRICED
FIX07,player_frees_made,PRICED
FIX07,player_frees_attempts,PRICED
FIX07,player_points_q1,PRICED
FIX07,player_rebounds_q1,PRICED
FIX07,player_assists_q1,PRICED
FIX07,player_blocks_steals,PRICED
FIX07,player_points_rebounds,PRICED
FIX07,player_points_assists,PRICED
FIX07,player_rebounds_assists,PRICED
FIX07,player_points_rebounds_assists,PRICED
FIX07,player_points_alternate,PRICED
FIX07,player_rebounds_alternate,PRICED
FIX07,player_assists_alternate,PRICED
FIX07,player_threes_alternate,PRICED
FIX07,player_blocks_alternate,PRICED
FIX07,player_steals_alternate,PRICED
FIX07,player_points_rebounds_alternate,PRICED
FIX07,player_points_assists_alternate,PRICED
FIX07,player_rebounds_assists_alternate,PRICED
FIX07,player_points_rebounds_assists_alternate,PRICED
FIX07,player_fantasy_points,NO_DISTRIBUTION
FIX07,player_double_double,PRICED
FIX07,player_triple_double,PRICED
