stat,family,mean,variance,stored_mass,overflow,normalization_error,support_max
reb,mixture,4.824075203521856,5.986486734373933,1.0000000000000002,7.983099275384876e-17,2.220446049250313e-16,40
reb,mixture,3.8071527615541085,4.277147360782683,0.9999999999999999,0.0,1.1102230246251565e-16,40
reb,mixture,3.419361377044665,5.035295568020775,0.9999999999999956,4.450087969867105e-15,0.0,40
reb,mixture,2.5837869167894976,4.44620415984135,0.9999999999974035,2.596648403455156e-12,2.220446049250313e-16,40
reb,mixture,8.878191749351755,12.591613421442005,0.9999999993167036,6.832965260795845e-10,0.0,40
reb,mixture,5.762645021970373,10.0386148704875,0.9999999962588612,3.741139070710908e-09,2.220446049250313e-16,40
reb,mixture,1.1396896129937846,1.509304548494713,1.0000000000000002,0.0,2.220446049250313e-16,40
reb,mixture,2.6620821689848313,5.621371088899039,0.9999999967786438,3.2213562401725953e-09,0.0,40
reb,mixture,4.660659569712215,8.582348400836846,0.9999999996066082,3.933916163094013e-10,1.1102230246251565e-16,40
reb,mixture,0.9240072789902342,1.3765248742024745,0.9999999999999999,2.3694298094671293e-17,1.1102230246251565e-16,40
reb,mixture,2.0645584158769226,3.069768318096134,0.9999999999999994,5.487699408170393e-16,0.0,40
reb,mixture,1.3406803657293405,2.281988155220181,0.9999999999997814,2.1879025376676853e-13,2.220446049250313e-16,40
reb,mixture,5.654960454999362,8.672313130211176,0.9999999999951331,4.866857711324845e-12,0.0,40
reb,mixture,7.205669371801998,10.319504321875776,0.9999999992110823,7.889175327690443e-10,2.220446049250313e-16,40
reb,mixture,2.936329867552052,4.418746507291706,0.999999999999997,3.4002983612739464e-15,4.440892098500626e-16,40
reb,mixture,0.8721472023526697,1.2870771061042627,0.9999999999999999,1.076735221434987e-17,1.1102230246251565e-16,40
reb,mixture,3.007596986646713,5.050114911367533,0.9999999999993493,6.50862640770485e-13,2.220446049250313e-16,40
reb,mixture,2.3653206379755773,2.93805961886567,1.0000000000000004,0.0,4.440892098500626e-16,40
reb,mixture,0.9651749791030354,1.4033955289665645,1.0,3.2203549842332742e-18,0.0,40
reb,mixture,3.9149516769205306,4.559719278444668,1.0000000000000004,0.0,4.440892098500626e-16,40
reb,mixture,4.00195970066956,7.103913670205021,0.9999999999579742,4.202618261524386e-11,4.440892098500626e-16,40
reb,mixture,6.7491109295200244,9.592212213318255,0.9999999999840659,1.5934195178539324e-11,0.0,40
reb,mixture,2.1187428649212174,2.719887282275921,1.0,0.0,0.0,40
reb,mixture,2.9671738948911175,3.7044613016215635,1.0000000000000004,6.785331146383807e-20,4.440892098500626e-16,40
reb,mixture,2.15060112154268,2.7142780204445476,0.9999999999999999,0.0,1.1102230246251565e-16,40
reb,mixture,3.6353405645423758,6.252584448571186,0.9999999999931408,6.858919939009299e-12,2.220446049250313e-16,40
reb,mixture,1.8815156439642933,2.292044534788656,1.0,0.0,0.0,40
reb,mixture,2.253393477485361,3.0298458229730567,1.0000000000000004,4.071198687830284e-19,4.440892098500626e-16,40
reb,mixture,3.9180517740333145,6.42808778328464,0.9999999999979252,2.074856303322866e-12,0.0,40
reb,mixture,3.574573607426895,5.754021641580431,0.9999999999995538,4.462755698418627e-13,0.0,40
reb,mixture,1.547579945295342,2.1791896512706845,1.0000000000000007,1.6290873435438835e-19,6.661338147750939e-16,40
reb,mixture,2.550243299555088,4.249824555863572,0.9999999999998573,1.428993640242993e-13,2.220446049250313e-16,40
reb,mixture,1.7624616558487125,2.2880163327418503,1.0000000000000002,0.0,2.220446049250313e-16,40
reb,mixture,4.73789825784945,5.517593241180208,0.9999999999999998,7.312172647448296e-18,2.220446049250313e-16,40
reb,mixture,1.3062273200814196,1.9246444371419955,1.0,2.25155174450285e-17,0.0,40
reb,mixture,1.0743301245522956,1.5478452178403248,1.0000000000000007,1.9322434032747576e-18,6.661338147750939e-16,40
reb,mixture,1.4986768021787542,2.7866001986880797,0.9999999999806369,1.936314638775744e-11,0.0,40
