feature,missing_rate
player_is_b2b,0.0
player_minutes_l10_support,0.0
player_minutes_l3_support,0.0
player_minutes_l5_support,0.0
game_number_in_season,0.0
player_pts_l10_support,0.0
player_pts_l3_support,0.0
player_pts_l5_support,0.0
player_pts_pi_away_form,0.0
player_pts_pi_home_form,0.0
player_reb_l10_support,0.0
player_reb_l3_support,0.0
player_reb_l5_support,0.0
player_games_in_last_7_days,0.0
player_fg3m_pi_away_form,0.0
player_turnover_l5_support,0.0
player_fg3m_l5_support,0.0
player_turnover_l3_support,0.0
player_turnover_l10_support,0.0
player_3in4_flag,0.0
player_ast_l10_support,0.0
player_ast_l3_support,0.0
player_ast_l5_support,0.0
player_ast_pi_away_form,0.0
player_ast_pi_home_form,0.0
player_back_to_back_flag,0.0
player_blk_l10_support,0.0
player_blk_l3_support,0.0
player_blk_l5_support,0.0
player_blk_pi_away_form,0.0
player_blk_pi_home_form,0.0
player_dnp_streak_prior,0.0
player_stl_pi_home_form,0.0
player_stl_pi_away_form,0.0
player_fg3m_l10_support,0.0
player_fg3m_l3_support,0.0
cumulative_minutes_l7,0.0
